run,evaluations,avg_fitness,best_fitness
8,2500,-97416000.0,-19999999.999999996
8,2750,-96469000.0,500000
8,3000,-95791000.0,500000
8,3250,-94965000.0,500000
8,3500,-93831000.0,500000
8,3750,-92645000.0,500000
8,4000,-91503000.0,500000
8,4250,-90333000.0,500000
8,4500,-88163000.0,500000
8,4750,-86536000.0,1500000
8,5000,-84458000.0,1500000
9,500,-99898000.0,-86000000.0
9,750,-99808000.0,-83000000.0
9,1000,-99714000.0,-83000000.0
9,1250,-99602000.0,-83000000.0
9,1500,-99356000.0,-83000000.0
9,1750,-98936000.0,-83000000.0
9,2000,-98586000.0,-77000000.0
9,2250,-98210000.0,-77000000.0
9,2500,-97528000.0,0
9,2750,-97044000.0,0
9,3000,-96540000.0,0
9,3250,-95844000.0,0
9,3500,-95168000.0,0
9,3750,-94148000.0,0
9,4000,-93296000.0,0
9,4250,-92020000.0,0
9,4500,-90884000.0,0
9,4750,-89694000.0,0
9,5000,-88314000.0,1000000
10,500,-99908000.0,-86000000.0
10,750,-99860000.0,-86000000.0
10,1000,-99716000.0,-86000000.0
10,1250,-99612000.0,-86000000.0
10,1500,-99402000.0,-82000000.0
10,1750,-99166000.0,-82000000.0
10,2000,-98870000.0,-77000000.0
10,2250,-98438000.0,-68000000.0
10,2500,-98010000.0,-68000000.0
10,2750,-97430000.0,-68000000.0
10,3000,-96752000.0,-51000000.0
10,3250,-96284000.0,-51000000.0
10,3500,-95476000.0,-51000000.0
10,3750,-94584000.0,-34000000.0
10,4000,-93784000.0,-34000000.0
10,4250,-92071000.0,1500000
10,4500,-90931000.0,1500000
10,4750,-89384000.0,1500000
10,5000,-87260000.0,11000000
11,500,-99806000.0,-79000000.0
11,750,-99614000.0,-79000000.0
11,1000,-99438000.0,-61000000.0
11,1250,-99210000.0,-61000000.0
11,1500,-98766000.0,-54000000.0
11,1750,-98430000.0,-54000000.0
11,2000,-98028000.0,-54000000.0
11,2250,-97374000.0,-54000000.0
11,2500,-96730000.0,-54000000.0
11,2750,-96018000.0,-54000000.0
11,3000,-95082000.0,-25000000.0
11,3250,-93689000.0,2500000
11,3500,-92861000.0,2500000
11,3750,-91733000.0,2500000
11,4000,-90649000.0,2500000
11,4250,-89097000.0,2500000
11,4500,-87877000.0,2500000
11,4750,-86677000.0,2500000
11,5000,-85487000.0,2500000
12,500,-99926000.0,-90000000.0
12,750,-99856000.0,-90000000.0
12,1000,-99744000.0,-90000000.0
12,1250,-99512000.0,-75000000.0
12,1500,-99260000.0,-75000000.0
12,1750,-98956000.0,-75000000.0
12,2000,-98588000.0,-75000000.0
12,2250,-98002000.0,-71000000.0
12,2500,-97398000.0,-50000000.0
12,2750,-96708000.0,-25000000.0
12,3000,-96014000.0,-25000000.0
12,3250,-94966000.0,-25000000.0
12,3500,-94160000.0,-25000000.0
12,3750,-92718000.0,0
12,4000,-91312000.0,0
12,4250,-89472000.0,0
12,4500,-87538000.0,0
12,4750,-86074000.0,0
12,5000,-84626000.0,0
13,500,-99870000.0,-87000000.0
13,750,-99806000.0,-87000000.0
13,1000,-99704000.0,-87000000.0
13,1250,-99324000.0,0
13,1500,-99048000.0,0
13,1750,-98798000.0,0
13,2000,-98410000.0,0
13,2250,-97800000.0,0
13,2500,-97084000.0,0
13,2750,-96400000.0,0
13,3000,-95217000.0,500000
13,3250,-94331000.0,500000
13,3500,-93237000.0,500000
13,3750,-91941000.0,500000
13,4000,-90873000.0,500000
13,4250,-89865000.0,500000
13,4500,-88373000.0,500000
13,4750,-86811000.0,500000
13,5000,-85035000.0,1000000
14,500,-99934000.0,-93000000.0
14,750,-99918000.0,-93000000.0
14,1000,-99866000.0,-93000000.0
14,1250,-99736000.0,-89000000.0
14,1500,-99496000.0,-72000000.0
14,1750,-99236000.0,-72000000.0
14,2000,-98824000.0,-54000000.0
14,2250,-98276000.0,-9999999.999999998
14,2500,-97900000.0,-9999999.999999998
14,2750,-97320000.0,-9999999.999999998
14,3000,-96588000.0,0
14,3250,-95778000.0,0
14,3500,-94456000.0,0
14,3750,-93204000.0,0
14,4000,-91677000.0,500000
14,4250,-90154000.0,500000
14,4500,-88712000.0,500000
14,4750,-87253000.0,500000
