run,evaluations,avg_fitness,best_fitness
26,500,-99924000.0,-94000000.0
26,750,-99900000.0,-94000000.0
26,1000,-99832000.0,-86000000.0
26,1250,-99800000.0,-86000000.0
26,1500,-99740000.0,-86000000.0
26,1750,-99670000.0,-86000000.0
26,2000,-99558000.0,-86000000.0
26,2250,-99258000.0,-43999999.99999999
26,2500,-99140000.0,-43999999.99999999
26,2750,-98962000.0,-43999999.99999999
26,3000,-98736000.0,-43999999.99999999
26,3250,-98554000.0,-43999999.99999999
26,3500,-98098000.0,-43999999.99999999
26,3750,-97454000.0,-28000000.000000004
26,4000,-96794000.0,-28000000.000000004
26,4250,-96214000.0,-28000000.000000004
26,4500,-95288000.0,0
26,4750,-93990000.0,0
26,5000,-93022000.0,0
27,500,-99708000.0,-57000000.00000001
27,750,-99652000.0,-57000000.00000001
27,1000,-99618000.0,-57000000.00000001
27,1250,-99506000.0,-57000000.00000001
27,1500,-99400000.0,-57000000.00000001
27,1750,-99306000.0,-57000000.00000001
27,2000,-99158000.0,-57000000.00000001
27,2250,-99030000.0,-57000000.00000001
27,2500,-98888000.0,-57000000.00000001
27,2750,-98700000.0,-57000000.00000001
27,3000,-98508000.0,-57000000.00000001
27,3250,-98218000.0,-57000000.00000001
27,3500,-97766000.0,-57000000.00000001
27,3750,-96978000.0,-44999999.99999999
27,4000,-96044000.0,0
27,4250,-94924000.0,500000
27,4500,-93742000.0,500000
27,4750,-92553000.0,3000000
27,5000,-91209000.0,3000000
28,500,-99922000.0,-86000000.0
28,750,-99886000.0,-86000000.0
28,1000,-99874000.0,-86000000.0
28,1250,-99830000.0,-86000000.0
28,1500,-99758000.0,-86000000.0
28,1750,-99710000.0,-86000000.0
28,2000,-99602000.0,-86000000.0
28,2250,-99542000.0,-86000000.0
28,2500,-99424000.0,-81000000.0
28,2750,-99308000.0,-81000000.0
28,3000,-99200000.0,-81000000.0
28,3250,-99028000.0,-81000000.0
28,3500,-98744000.0,-78000000.0
28,3750,-98426000.0,-65999999.99999999
28,4000,-98104000.0,-65999999.99999999
28,4250,-97718000.0,-65999999.99999999
28,4500,-97040000.0,-58000000.00000001
28,4750,-96226000.0,-58000000.00000001
28,5000,-95332000.0,-16000000.000000004
29,500,-99916000.0,-90000000.0
29,750,-99742000.0,-54000000.0
29,1000,-99700000.0,-54000000.0
29,1250,-99624000.0,-54000000.0
29,1500,-99554000.0,-54000000.0
29,1750,-99406000.0,-54000000.0
29,2000,-99256000.0,-54000000.0
29,2250,-99170000.0,-54000000.0
29,2500,-99042000.0,-54000000.0
29,2750,-98928000.0,-54000000.0
29,3000,-98570000.0,0
29,3250,-98038000.0,0
29,3500,-97618000.0,0
29,3750,-97008000.0,0
29,4000,-96074000.0,0
29,4250,-95220000.0,0
29,4500,-94422000.0,0
29,4750,-93208000.0,0
29,5000,-92186000.0,0
